Date,Include?,Country,City,Utilization_Tests,Adobe_Engaged Visits,Adobe_Unique Visitors,SearchTrend_Value,Email_Opens,Sales_Calls,Utilization_InstCount,Utilization_MemberCount
3/1/2019,0,Germany,Bietigheim-Bissingen,944,0,1,479260,0,1,1,1
3/1/2019,0,Germany,Krefeld,1198,0,2,608214,0,1,1,1
3/1/2019,0,Germany,Moers,6082,2,11,3087776,0,7,2,1
3/1/2019,0,Germany,Altenburg,2437,1,4,1237243,0,3,1,1
3/1/2019,0,United Kingdom,Livingston,3874,28,64,8315673,153,11,1,1
3/1/2019,0,Italy,ERICE CASA SANTA TP,1268,0,1,550038,0,3,2,1
3/1/2019,0,Italy,MANTOVA,2247,1,4,974712,0,5,1,1
3/1/2019,0,Italy,CIVITANOVA MARCHE MC,991,0,1,429880,0,2,1,1
3/1/2019,0,Italy,POZZUOLI NA,292,0,0,126665,0,1,1,1
3/1/2019,0,Italy,TREVIGLIO BG,711,0,1,308420,0,1,1,1
3/1/2019,0,Italy,IMPERIA,634,0,1,275019,0,1,1,1
3/1/2019,0,Italy,VIGEVANO PV,528,0,1,229038,0,1,1,1
3/1/2019,0,Italy,ESINE BS,1386,1,2,601224,0,3,1,1
3/1/2019,0,Italy,CERNUSCO S/NAVIGLIO MI,1905,1,3,826358,0,4,1,1
3/1/2019,0,Italy,SONDALO SO,969,0,1,420337,0,2,1,1
3/1/2019,0,Italy,URBINO PU,684,0,1,296708,0,1,1,1
3/1/2019,0,Italy,BELLUNO,1319,1,2,572161,0,3,1,1
3/1/2019,0,Italy,ARIANO IRPINO AV,309,0,0,134039,0,1,1,1
3/1/2019,0,Italy,MACERATA,1232,0,1,534422,0,2,1,1
3/1/2019,0,Italy,SAN GAVINO MONREALE,196,0,0,85022,0,0,1,1
3/1/2019,0,Italy,DESIO MB,1035,0,1,448966,0,2,1,1
3/1/2019,0,Italy,VARESE,738,0,1,320132,0,1,1,1
3/1/2019,0,Italy,NOLA,422,0,0,183057,0,1,1,1
3/1/2019,0,Italy,BIANCAVILLA CT,755,0,1,327507,0,2,1,1
3/1/2019,0,Italy,POLLENA TROCCHIA,465,0,1,201709,0,1,1,1
3/1/2019,0,Italy,Castellana Grotte BA,550,0,1,238581,0,1,1,1
3/1/2019,0,Italy,LICATA AG,181,0,0,78515,0,0,1,1
3/1/2019,0,Italy,POLISTENA,1554,1,3,674100,0,3,1,1
3/1/2019,0,Italy,SANTERAMO IN COLLE BA,324,0,0,140546,0,1,1,1
3/1/2019,0,Italy,TERMINI IMERESE PA,516,0,1,223832,0,1,1,1
3/1/2019,0,Italy,MONTEPULCIANO NOTTOLA SI,217,0,0,94131,0,0,1,1
3/1/2019,0,Italy,LAMEZIA TERME CZ,702,0,1,304516,0,1,1,1
3/1/2019,0,Italy,MESAGNE BR,243,0,0,105409,0,0,1,1
3/1/2019,0,Italy,Sciacca AG,122,0,0,52922,0,0,1,1
3/1/2019,0,Italy,CASTENEDOLO BS,82,0,0,35570,0,0,1,1
3/1/2019,0,Italy,Avellino,279,0,0,121026,0,1,1,1
3/1/2019,0,Italy,Salerno,946,0,1,410359,0,2,1,1
3/1/2019,0,Italy,CARBONIA CI,1060,0,1,459811,0,2,1,1
3/1/2019,0,Italy,BATTIPAGLIA SA,1525,1,3,661520,0,3,1,1
3/1/2019,0,Italy,MONOPOLI BA,800,0,1,347027,0,2,1,1
3/1/2019,0,Portugal,PONTA DELGADA - SÃO MIGUEL,48,0,0,165456,0,1,1,1
3/1/2019,0,Portugal,TORRES VEDRAS,213,0,0,734209,0,5,1,1
3/1/2019,0,Spain,Manresa (barcelona),320,0,0,230539,0,1,1,1
3/1/2019,0,Spain,Sabadell (barcelona),949,0,1,683694,0,4,1,1
3/1/2019,0,Spain,Ubeda (jaen),1586,0,1,1142611,0,6,1,1
3/1/2019,0,Spain,Burgos,2719,1,3,1958865,0,11,2,1
3/1/2019,0,Spain,Alcazar San Juan (ciudad Real),3912,1,4,2818345,0,15,2,1
3/1/2019,0,Spain,Segovia,1284,0,1,925040,0,5,1,1
3/1/2019,0,Spain,Puertollano (ciudad Real),1080,0,1,778071,0,4,1,1
3/1/2019,0,Spain,Mostoles (madrid),1737,0,1,1251397,0,7,1,1
3/1/2019,0,Spain,SAN JUAN (ALICANTE),104,0,0,74925,0,0,1,1
3/1/2019,0,Spain,Plasencia (caceres),742,0,1,534563,0,3,1,1
3/1/2019,0,Spain,MISLATA  (VALENCIA),1056,0,1,760780,0,4,1,1
3/1/2019,0,Spain,Gijon (asturias),1768,0,1,1273731,0,7,1,1
3/1/2019,0,Sweden,ESKILSTUNA,828,1,1,195389,4,0,1,1
3/1/2019,0,Switzerland,DAVOS-WOLFGANG,272,0,0,59014,0,0,1,1
3/1/2019,0,Switzerland,Marly 1,667,0,1,144715,0,0,1,1
3/1/2019,0,Switzerland,Meyrin,411,0,1,89172,0,0,1,1
3/1/2019,0,Netherlands,GRONINGEN,1590,0,1,1456195,40,0,1,1
3/1/2019,0,Netherlands,EMMEN,1824,0,1,1670503,45,0,1,1
4/1/2019,0,Austria,HALL,4168,1,2,195936,0,0,1,1
4/1/2019,0,Austria,TELFS,3477,1,2,163453,0,0,1,1
4/1/2019,0,Austria,Graz,2274,0,1,106900,0,0,1,1
4/1/2019,0,Belgium,GENT,3225,0,0,212681,0,1,2,2
4/1/2019,0,Belgium,ARLON,2769,0,0,182609,0,1,1,1
4/1/2019,0,Belgium,AALST,6614,1,1,436177,0,2,2,2
4/1/2019,0,Belgium,BOUGE,3235,0,0,213340,0,1,1,1
4/1/2019,0,Belgium,TESSENDERLO,4647,0,1,306458,0,1,1,1
4/1/2019,0,Belgium,LODELINSART,4167,0,1,274803,0,1,1,1
4/1/2019,0,Belgium,BRUSSEL,2647,0,0,174563,0,1,1,1
4/1/2019,0,Belgium,EDEGEM,3865,0,0,254887,0,1,2,1
4/1/2019,0,Czechia,USTI NAD LABEM,2099,1,1,2709253,0,0,2,1
4/1/2019,0,Denmark,HORSENS,2299,0,0,284530,0,0,1,1
4/1/2019,0,Denmark,HELLERUP,5372,0,1,664852,0,0,4,1
4/1/2019,0,Estonia,TARTU,2363,0,0,169104,0,0,1,1
4/1/2019,0,Finland,KUOPIO,3468,0,1,791439,0,0,2,1
4/1/2019,0,Finland,PORI,2125,0,1,484951,0,0,1,1
4/1/2019,0,Finland,JOENSUU,2187,0,1,499100,0,0,1,1
4/1/2019,0,France,LILLEBONNE,3634,1,5,1300953,0,9,2,1
4/1/2019,0,France,ST DOULCHARD,2017,1,3,722076,0,5,1,1
4/1/2019,0,France,RODEZ,2798,1,4,1001670,0,7,1,1
4/1/2019,0,France,SAINT PRIEST EN JAREZ,2648,1,4,947970,0,6,2,1
4/1/2019,0,France,LE HAILLAN,2601,1,4,931145,0,6,1,1
4/1/2019,0,France,NOTRE DAME DE SANILHAC,3556,1,5,1273030,0,8,1,1
4/1/2019,0,France,GUEMENE PENFAO,2956,1,4,1058233,0,7,1,1
4/1/2019,0,France,BESANCON,2529,1,4,905369,0,6,1,1
4/1/2019,0,France,BRY SUR MARNE,5216,2,7,1867301,0,12,2,1
4/1/2019,0,France,HALLENNES LEZ HAUBOURDIN,4248,1,5,1520762,0,10,1,1
4/1/2019,0,France,GUEBWILLER,1908,1,3,683054,0,5,1,1
4/1/2019,0,Germany,St. Ingbert,3696,1,4,1931783,0,3,2,2
4/1/2019,0,Germany,Leinfelden-Echterdingen,2541,1,3,1328101,0,2,1,1
4/1/2019,0,Germany,Nürnberg,3294,1,3,1721670,0,3,2,2
4/1/2019,0,Germany,Singen,3258,1,3,1702854,0,3,2,1
4/1/2019,0,Germany,Lübbecke,2198,1,3,1148826,0,2,1,1
4/1/2019,0,Germany,Rostock,4315,1,4,2255315,0,4,1,1
4/1/2019,0,Germany,Paderborn,1821,0,1,951779,0,2,1,1
4/1/2019,0,Germany,Hannover,853,0,1,445836,0,1,1,1
4/1/2019,0,Germany,Celle,6402,2,6,3346124,0,5,2,1
4/1/2019,0,Germany,Weiden,9029,2,8,4719175,0,8,2,1
4/1/2019,0,Germany,Bad Aibling,1974,1,1,1031748,0,2,1,1
4/1/2019,0,Germany,Görlitz,2237,1,3,1169210,0,2,1,1
4/1/2019,0,Germany,Oldenburg,1971,1,1,1030180,0,2,1,1
4/1/2019,0,Germany,Bautzen,2265,1,3,1183844,0,2,1,1
4/1/2019,0,Germany,Flintbek,1110,0,1,580162,0,1,2,1
4/1/2019,0,United Kingdom,Paisley,3433,24,73,6812294,256,7,1,1
4/1/2019,0,Italy,SAN SISTO - PERUGIA,2987,2,6,1167825,64,5,1,1
4/1/2019,0,Italy,AMELIA TR,3342,2,7,1306619,72,6,1,1
4/1/2019,0,Italy,REGGIO CALABRIA,2297,1,5,898056,50,4,2,2
4/1/2019,0,Italy,JESI AN,3363,2,7,1314829,73,6,1,1
4/1/2019,0,Italy,BUSTO ARSIZIO VA,4068,2,8,1590463,88,7,2,1
4/1/2019,0,Italy,Foligno PG,4026,2,8,1574042,87,7,2,1
4/1/2019,0,Italy,Massa MS,3542,2,8,1384813,77,6,2,1
4/1/2019,0,Italy,TRENTO,5849,3,12,2286779,127,10,1,1
4/1/2019,0,Italy,BARI,3361,2,7,1314047,73,6,2,2
4/1/2019,0,Italy,Lucca,2922,2,6,1142412,63,5,1,1
4/1/2019,0,Italy,GROSSETO,3174,2,7,1240936,69,6,1,1
4/1/2019,0,Italy,CARATE BRIANZA MB,1327,1,3,518816,28,2,1,1
4/1/2019,0,Italy,CREMA CR,3646,2,8,1425474,79,6,1,1
4/1/2019,0,Italy,GENOVA,1849,1,4,722902,40,3,1,1
4/1/2019,0,Italy,LIVORNO,3354,2,7,1311311,72,6,1,1
4/1/2019,0,Italy,Pantalla Todi PG,2072,1,4,810088,45,4,1,1
4/1/2019,0,Italy,PIACENZA,2742,2,5,1072037,59,5,3,2
4/1/2019,0,Italy,PALERMO,2377,1,5,929334,51,4,2,1
4/1/2019,0,Italy,LA SPEZIA,1971,1,4,770600,42,3,1,1
4/1/2019,0,Italy,NOCERA INFERIORE SA,1876,1,4,733458,40,3,1,1
4/1/2019,0,Italy,LIDO DI CAMAIORE VIAREGGIO LU,1776,1,4,694361,38,3,1,1
4/1/2019,0,Italy,POTENZA,2533,1,5,990325,55,4,3,2
4/1/2019,0,Italy,SIRACUSA,2612,1,5,1021211,56,5,1,1
4/1/2019,0,Norway,LØRENSKOG,9635,0,0,996431,0,1,2,1
4/1/2019,0,Portugal,LISBOA,2946,4,8,6985237,0,60,1,1
4/1/2019,0,Spain,Lugo,3114,1,3,1497280,326,9,2,1
4/1/2019,0,Spain,Esplugues Llobregat (barcelona),2343,1,3,1126566,246,7,1,1
4/1/2019,0,Spain,Alcorcon (madrid),2562,1,3,1231866,268,7,2,1
4/1/2019,0,Spain,Majadahonda (madrid),4476,1,4,2152160,468,13,1,1
4/1/2019,0,Spain,Talavera De La Reina,4395,1,4,2113213,460,13,2,1
4/1/2019,0,Spain,VIGO (PONTEVEDRA),3450,1,3,1658836,362,10,2,1
4/1/2019,0,Spain,ELEJALDE GALDAKAO,3049,1,3,1466027,318,9,2,1
4/1/2019,0,Spain,Prat de Llobregat (Barcelona),3344,1,3,1607869,350,10,1,1
4/1/2019,0,Sweden,Falun,1969,2,3,595435,9,1,1,1
4/1/2019,0,Sweden,KARLSTAD,2073,2,3,626886,10,1,1,1
4/1/2019,0,Sweden,GÄVLE,3398,3,4,1027572,16,1,1,1
4/1/2019,0,Sweden,KALMAR,3644,3,4,1101964,17,1,2,2
4/1/2019,0,Sweden,Örebro,3241,3,4,980095,15,1,1,1
4/1/2019,0,Sweden,LJUNGBY,2567,2,3,776274,12,1,2,1
4/1/2019,0,Switzerland,Winterthur,2339,1,4,567328,0,1,1,1
4/1/2019,0,Netherlands,LANDSMEER,2145,1,2,1875568,0,0,1,1
4/1/2019,0,Netherlands,BREDA,2290,1,3,2002355,0,0,2,1
4/1/2019,0,Netherlands,BLARICUM,2777,1,3,2428183,0,0,1,1
4/1/2019,0,Austria,Ried im Innkreis,1214,0,0,57070,0,0,1,1
4/1/2019,0,Austria,Innsbruck,2765,0,1,129982,0,0,1,1
4/1/2019,0,Austria,Wels,1369,0,0,64356,0,0,1,1
4/1/2019,0,Austria,Villach,1162,0,0,54625,0,0,1,1
4/1/2019,0,Belgium,BASTOGNE,2016,0,0,132950,0,1,1,1
4/1/2019,0,Belgium,TOURNAI,2101,0,0,138556,0,1,1,1
4/1/2019,0,Belgium,ARDOOIE,3311,0,0,218352,0,1,1,1
4/1/2019,0,Belgium,LA LOUVIERE,1932,0,0,127410,0,1,1,1
4/1/2019,0,Belgium,NAMUR,1523,0,0,100438,0,0,1,1
4/1/2019,0,Belgium,SINT-ANDRIES,2034,0,0,134137,0,1,1,1
4/1/2019,0,Belgium,HALLE,2351,0,0,155042,0,1,1,1
4/1/2019,0,Belgium,LIBRAMONT,1969,0,0,129851,0,1,1,1
4/1/2019,0,Belgium,DEINZE,688,0,0,45372,0,0,1,1
4/1/2019,0,Belgium,GILLY,1591,0,0,104922,0,0,1,1
4/1/2019,0,Czechia,LIBEREC,1344,1,0,1734748,0,0,1,1
4/1/2019,0,Denmark,København N,1117,0,0,138243,0,0,1,1
4/1/2019,0,Denmark,RANDERS NØ,1491,0,0,184530,0,0,1,1
4/1/2019,0,Finland,SEINAJOKI,1409,0,1,321551,0,0,1,1
4/1/2019,0,Finland,Vaasa,1274,0,1,290742,0,0,1,1
4/1/2019,0,France,RENNES CEDEX,1732,1,3,620047,0,4,1,1
4/1/2019,0,France,MURET,3159,1,4,1130906,0,8,1,1
4/1/2019,0,France,LE PUY EN VELAY,1436,0,2,514081,0,3,1,1
4/1/2019,0,France,CHATILLON,1352,0,1,484009,0,3,1,1
4/1/2019,0,France,CHAURAY,1172,0,1,419570,0,3,1,1
4/1/2019,0,France,MUZILLAC,1775,1,3,635441,0,4,1,1
4/1/2019,0,France,LOMME,1538,1,2,550596,0,4,1,1
4/1/2019,0,France,ENTRAIGUES-SUR-LA-SORGUE,1318,0,1,471837,0,3,1,1
4/1/2019,0,France,BONDUES,1176,0,1,421002,0,3,1,1
4/1/2019,0,France,HAZEBROUCK,1632,1,3,584248,0,4,1,1
4/1/2019,0,France,SEGRE,1284,0,1,459665,0,3,1,1
4/1/2019,0,France,ST POURCAIN SUR SIOULE,1312,0,1,469689,0,3,1,1
4/1/2019,0,Germany,Zwickau,1452,0,1,758915,0,1,1,1
4/1/2019,0,Germany,Kempten,1713,0,1,895331,0,1,1,1
4/1/2019,0,Germany,Ulm,2039,1,2,1065721,0,2,1,1
4/1/2019,0,Germany,Trier,1951,1,1,1019726,0,2,1,1
4/1/2019,0,Italy,VIZZOLO PREDABISSI MI,1737,1,4,679113,38,3,1,1
4/1/2019,0,Italy,FIDENZA PR,2044,1,4,799141,44,4,1,1
4/1/2019,0,Italy,COSENZA,1680,1,4,656828,36,3,2,2
4/1/2019,0,Italy,ANCONA,1424,1,3,556740,30,3,2,2
4/1/2019,0,Italy,LAVAGNA GE,1240,1,3,484802,26,2,1,1
4/1/2019,0,Italy,CONEGLIANO TV,814,0,1,318249,18,1,1,1
4/1/2019,0,Italy,LODI,2564,1,5,1002445,55,5,1,1
4/1/2019,0,Italy,CITTA' DI CASTELLO PG,2034,1,4,795231,44,4,1,1
4/1/2019,0,Italy,VITTORIO VENETO TV,2091,1,4,817517,45,4,1,1
4/1/2019,0,Italy,GUASTALLA RE,1990,1,4,778029,43,4,1,1
4/1/2019,0,Italy,LOC. VALLORIA - SAVONA,1654,1,4,646663,36,3,1,1
4/1/2019,0,Italy,Aosta,1152,1,3,450396,25,2,1,1
4/1/2019,0,Italy,VOLTERRA PI,1200,1,3,469163,26,2,1,1
4/1/2019,0,Italy,DOLO VE,45,0,0,17594,0,0,1,1
4/1/2019,0,Spain,Puerto De Sagunto,1445,0,1,694788,150,4,2,1
4/1/2019,0,Spain,Alicante,1853,0,1,890963,194,5,2,1
4/1/2019,0,Spain,Alcoy (alicante),2479,1,3,1191958,258,7,1,1
4/1/2019,0,Spain,Cartagena (murcia),1977,1,1,950585,206,6,1,1
4/1/2019,0,Sweden,LULEÅ,2132,2,3,644727,10,1,1,1
4/1/2019,0,Sweden,Växjö,1827,2,2,552494,8,1,2,1
4/1/2019,0,Switzerland,BELLINZONA,1828,1,4,443384,0,1,1,1
4/1/2019,0,Switzerland,LUZERN 16,2510,1,5,608804,0,2,2,1
4/1/2019,0,Netherlands,DOETINCHEM,1518,0,1,1327325,0,0,1,1
4/1/2019,0,Netherlands,LEIDEN,2077,1,2,1816110,0,0,1,1
4/1/2019,0,Netherlands,VENLO,2899,1,3,2534859,0,0,1,1
4/1/2019,0,Netherlands,GOES,1153,0,1,1008173,0,0,1,1
4/1/2019,0,Austria,Schwarzach/Pongau,159,0,0,7475,0,0,1,1
4/1/2019,0,Austria,BADEN,928,0,0,43625,0,0,1,1
4/1/2019,0,Belgium,SERAING,1133,0,0,74718,0,0,1,1
4/1/2019,0,Belgium,DENDERMONDE,959,0,0,63244,0,0,1,1
4/1/2019,0,Belgium,GEEL,2518,0,0,166056,0,1,2,2
4/1/2019,0,Belgium,BRUGGE,1442,0,0,95096,0,0,1,1
4/1/2019,0,Belgium,IZEGEM,774,0,0,51043,0,0,1,1
4/1/2019,0,Belgium,TORHOUT,578,0,0,38118,0,0,1,1
4/1/2019,0,Belgium,MOUSCRON,1035,0,0,68256,0,0,1,1
4/1/2019,0,Belgium,TONGEREN,700,0,0,46163,0,0,1,1
4/1/2019,0,Belgium,EUPEN,864,0,0,56979,0,0,1,1
4/1/2019,0,Belgium,RONSE,724,0,0,47746,0,0,1,1
4/1/2019,0,Belgium,VEURNE,398,0,0,26247,0,0,1,1
4/1/2019,0,Belgium,IEPER,511,0,0,33699,0,0,1,1
4/1/2019,0,Belgium,ASSE,1855,0,0,122333,0,0,1,1
4/1/2019,0,Belgium,LIER,495,0,0,32644,0,0,1,1
4/1/2019,0,Belgium,KORTRIJK,1017,0,0,67069,0,0,1,1
4/1/2019,0,Belgium,MALLE,1541,0,0,101625,0,0,1,1
4/1/2019,0,Czechia,OSTRAVA,1552,1,0,2003221,0,0,2,2
4/1/2019,0,Czechia,Praha - Bohnice,88,0,0,113585,0,0,1,1
4/1/2019,0,Denmark,København NV,503,0,0,62253,0,0,1,1
4/1/2019,0,Denmark,HØRSHOLM,568,0,0,70297,0,0,1,1
4/1/2019,0,Denmark,Esbjerg,385,0,0,47649,0,0,1,1
4/1/2019,0,Denmark,HILLERØD,895,0,0,110767,0,0,1,1
4/1/2019,0,Finland,LAPPEENRANTA,543,0,0,123919,0,0,1,1
4/1/2019,0,France,PUILBOREAU,2308,1,3,826252,0,6,1,1
4/1/2019,0,France,ARRAS CEDEX,440,0,0,157518,0,1,1,1
4/1/2019,0,France,DOUAI,561,0,1,200835,0,1,1,1
4/1/2019,0,France,LA CHAPELLE SUR ERDRE,792,0,1,283532,0,2,1,1
4/1/2019,0,France,L AIGLE Cedex,896,0,1,320763,0,2,1,1
4/1/2019,0,France,MULHOUSE CEDEX,994,0,1,355847,0,2,1,1
4/1/2019,0,France,TREVENANS,989,0,1,354057,0,2,1,1
4/1/2019,0,France,LUISANT,1327,0,1,475059,0,3,1,1
4/1/2019,0,France,ST ETIENNE DU ROUVRAY,835,0,1,298926,0,2,1,1
4/1/2019,0,France,BETHUNE,381,0,0,136396,0,1,1,1
4/1/2019,0,France,TOURCOING CEDEX,345,0,0,123508,0,1,1,1
4/1/2019,0,France,ROUBAIX CEDEX 1,502,0,1,179713,0,1,1,1
4/1/2019,0,France,WASQUEHAL,159,0,0,56921,0,0,1,1
4/1/2019,0,France,TOULOUSE,2512,1,4,899283,0,6,2,2
4/1/2019,0,France,NERAC,1101,0,1,394152,0,3,1,1
4/1/2019,0,France,TROYES CEDEX,983,0,1,351909,0,2,1,1
4/1/2019,0,France,NEVERS CEDEX,895,0,1,320405,0,2,1,1
4/1/2019,0,France,CHOLET,708,0,1,253460,0,2,1,1
4/1/2019,0,France,REZE,612,0,1,219093,0,1,1,1
4/1/2019,0,France,GRANVILLE,1816,1,3,650119,0,4,1,1
4/1/2019,0,France,GONESSE CEDEX,2507,1,4,897493,0,6,1,1
4/1/2019,0,France,LA GARENNE COLOMBE,1168,0,1,418138,0,3,1,1
4/1/2019,0,France,SOISSONS CX,1219,0,1,436396,0,3,1,1
4/1/2019,0,France,LANGON,724,0,1,259188,0,2,1,1
4/1/2019,0,France,SAINT BRIEUC,675,0,1,241647,0,2,1,1
4/1/2019,0,France,ANTRAIN,915,0,1,327565,0,2,1,1
4/1/2019,0,France,SALOUEL 01,2526,1,4,904295,0,6,1,1
4/1/2019,0,France,DUNKERQUE,370,0,0,132458,0,1,1,1
4/1/2019,0,Germany,Lehrte,976,0,1,510125,0,1,1,1
4/1/2019,0,Germany,Schwerin,1142,0,1,596888,0,1,1,1
4/1/2019,0,Germany,Sendenhorst,706,0,0,369004,0,1,1,1
4/1/2019,0,Germany,Ravensburg,524,0,0,273878,0,0,1,1
4/1/2019,0,Germany,Ingolstadt,1178,0,1,615704,0,1,1,1
4/1/2019,0,Germany,Sindelfingen,420,0,0,219521,0,0,1,1
4/1/2019,0,Germany,Regensburg,400,0,0,209067,0,0,1,1
4/1/2019,0,Germany,Bietigheim-Bissingen,733,0,1,383116,0,1,1,1
4/1/2019,0,Germany,Krefeld,1256,0,1,656472,0,1,1,1
4/1/2019,0,Germany,Moers,5682,1,5,2969803,0,5,2,1
4/1/2019,0,United Kingdom,Livingston,1737,13,37,3446826,130,4,1,1
4/1/2019,0,Italy,ERICE CASA SANTA TP,1211,1,3,473464,26,2,2,1
4/1/2019,0,Italy,MANTOVA,1904,1,4,744405,41,3,1,1
4/1/2019,0,Italy,CIVITANOVA MARCHE MC,1089,1,3,425765,24,2,1,1
4/1/2019,0,Italy,POZZUOLI NA,171,0,0,66856,4,0,1,1
4/1/2019,0,Italy,TREVIGLIO BG,781,0,1,305347,16,1,1,1
4/1/2019,0,Italy,IMPERIA,637,0,1,249047,14,1,1,1
4/1/2019,0,Italy,VIGEVANO PV,466,0,1,182192,10,1,1,1
4/1/2019,0,Italy,ESINE BS,1198,1,3,468381,26,2,1,1
4/1/2019,0,Italy,CERNUSCO S/NAVIGLIO MI,1330,1,3,519989,28,2,1,1
4/1/2019,0,Italy,URBINO PU,731,0,1,285798,16,1,1,1
4/1/2019,0,Italy,ARIANO IRPINO AV,236,0,0,92269,6,0,1,1
4/1/2019,0,Italy,MACERATA,1259,1,3,492230,27,2,1,1
4/1/2019,0,Italy,SAN GAVINO MONREALE,301,0,0,117682,6,1,1,1
4/1/2019,0,Italy,DESIO MB,866,0,1,338579,18,2,1,1
4/1/2019,0,Italy,VARESE,533,0,1,208387,12,1,1,1
4/1/2019,0,Italy,NOLA,750,0,1,293227,16,1,1,1
4/1/2019,0,Italy,BIANCAVILLA CT,987,1,2,385887,22,2,1,1
4/1/2019,0,Italy,POLLENA TROCCHIA,267,0,0,104389,6,0,1,1
4/1/2019,0,Italy,Castellana Grotte BA,475,0,1,185710,10,1,1,1
4/1/2019,0,Italy,LICATA AG,81,0,0,31669,2,0,1,1
4/1/2019,0,Italy,POLISTENA,1341,1,3,524290,29,2,1,1
4/1/2019,0,Italy,SANTERAMO IN COLLE BA,260,0,0,101652,6,0,1,1
4/1/2019,0,Italy,TERMINI IMERESE PA,484,0,1,189229,10,1,1,1
4/1/2019,0,Italy,MONTEPULCIANO NOTTOLA SI,269,0,0,105171,6,0,1,1
4/1/2019,0,Italy,LAMEZIA TERME CZ,249,0,0,97351,6,0,1,1
4/1/2019,0,Italy,MESAGNE BR,360,0,1,140749,8,1,1,1
4/1/2019,0,Italy,Sciacca AG,39,0,0,15248,0,0,1,1
4/1/2019,0,Italy,CASTENEDOLO BS,89,0,0,34796,2,0,1,1
4/1/2019,0,Italy,Avellino,242,0,0,94615,6,0,1,1
4/1/2019,0,Italy,Salerno,622,0,1,243183,14,1,1,1
4/1/2019,0,Italy,CARBONIA CI,555,0,1,216988,12,1,1,1
4/1/2019,0,Italy,BATTIPAGLIA SA,1389,1,3,543056,30,2,1,1
4/1/2019,0,Italy,MONOPOLI BA,902,1,1,352654,20,2,1,1
4/1/2019,0,Portugal,TORRES VEDRAS,167,0,0,395972,0,3,1,1
4/1/2019,0,Spain,Manresa (barcelona),378,0,0,181751,40,1,1,1
4/1/2019,0,Spain,Sabadell (barcelona),971,0,1,466878,102,3,1,1
4/1/2019,0,Spain,Ubeda (jaen),1300,0,1,625069,136,4,1,1
4/1/2019,0,Spain,Burgos,2259,1,2,1086177,236,7,2,1
4/1/2019,0,Spain,Alcazar San Juan (ciudad Real),2794,1,3,1343417,292,8,2,1
4/1/2019,0,Spain,Segovia,2277,1,2,1094832,238,7,1,1
4/1/2019,0,Spain,Puertollano (ciudad Real),655,0,0,314938,68,2,1,1
4/1/2019,0,Spain,Mostoles (madrid),1580,0,1,759699,164,5,1,1
4/1/2019,0,Spain,SAN JUAN (ALICANTE),136,0,0,65392,14,0,1,1
4/1/2019,0,Spain,Plasencia (caceres),645,0,0,310130,68,2,1,1
4/1/2019,0,Spain,MISLATA  (VALENCIA),890,0,1,427932,94,3,1,1
4/1/2019,0,Spain,Gijon (asturias),1563,0,1,751525,164,5,1,1
4/1/2019,0,Sweden,ESKILSTUNA,677,1,1,204728,3,0,1,1
4/1/2019,0,Switzerland,DAVOS-WOLFGANG,392,0,1,95080,0,0,1,1
4/1/2019,0,Switzerland,Marly 1,684,0,1,165905,0,0,1,1
4/1/2019,0,Switzerland,Meyrin,695,0,1,168573,0,0,1,1
4/1/2019,0,Switzerland,THUN,83,0,0,20132,0,0,1,1
4/1/2019,0,Netherlands,GRONINGEN,1264,0,1,1105230,0,0,1,1
4/1/2019,0,Netherlands,EMMEN,1330,0,1,1162940,0,0,1,1
5/1/2019,0,Austria,HALL,3852,2,4,148301,8,0,1,1
5/1/2019,0,Austria,TELFS,2043,1,2,78655,4,0,1,1
5/1/2019,0,Austria,Graz,2415,1,3,92977,5,0,1,1
5/1/2019,0,Belgium,GENT,4209,0,1,263155,1,1,2,2
5/1/2019,0,Belgium,ARLON,2763,0,1,172748,0,1,1,1
5/1/2019,0,Belgium,AALST,6632,1,2,414646,1,2,2,2
5/1/2019,0,Belgium,BOUGE,4033,0,1,252151,1,1,1,1
5/1/2019,0,Belgium,TESSENDERLO,4255,0,1,266031,1,1,1,1
5/1/2019,0,Belgium,LODELINSART,4518,0,1,282475,1,1,1,1
5/1/2019,0,Belgium,BRUSSEL,2724,0,1,170310,0,1,1,1
5/1/2019,0,Belgium,EDEGEM,4958,1,2,309984,1,2,2,1
5/1/2019,0,Czechia,USTI NAD LABEM,2497,0,1,2070546,0,0,2,1
5/1/2019,0,Denmark,HORSENS,3218,0,0,214547,0,0,1,1
5/1/2019,0,Denmark,HELLERUP,3336,0,0,222414,0,0,5,1
5/1/2019,0,Estonia,TARTU,4361,0,0,230531,0,0,1,1
5/1/2019,0,Finland,KUOPIO,4261,0,1,687651,0,1,2,1
5/1/2019,0,Finland,PORI,2279,0,1,367791,0,0,1,1
5/1/2019,0,Finland,JOENSUU,2608,0,1,420886,0,0,1,1
5/1/2019,0,France,LILLEBONNE,2686,5,16,907703,162,6,2,1
5/1/2019,0,France,ST DOULCHARD,2092,4,13,706967,127,4,1,1
5/1/2019,0,France,RODEZ,2672,5,16,902972,161,6,1,1
5/1/2019,0,France,SAINT PRIEST EN JAREZ,2686,5,16,907703,162,6,2,1
5/1/2019,0,France,LE HAILLAN,2656,5,16,897565,160,6,1,1
5/1/2019,0,France,NOTRE DAME DE SANILHAC,3255,6,19,1099990,197,7,1,1
